Región,País,Ciudad,Nombre,Ubicación,Tipo,Calificación,Precio,Foto URL
Norteamerica,Estados Unidos,Florida,Pinecrest Gardens,"{'lat': 25.6695371, 'lng': -80.2852376}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrC5zjf6k7yVmO-bZbzvxRxnyIMMjFk94dVABa3uE2DCh0l8a7IJVEQzN_oPZjULrbn6bhlL75k5VUJCg0PcpsnfuyZQj_yTxsDyCzotkCI1-kQFu_1ltA_gTn3qDyoGGMFIyPcuXSq4psZhTFog_24s_XiDo2KvSvwScFIoMrmGjxX&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Water Taxi Miami Shuttle Hop-On Hop-Off service,"{'lat': 25.7773782, 'lng': -80.1850999}","['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",3.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWq5SvtQKAwLw9UBt9XqmEUrCWy7UVniRYD8-EQ29XTtSN-lqU5HIuVtxh-gh3CoqGDG62rPw-9b64qgm6MMcCs_0eiePOcAKqXD2J1TBLb9GytS9YPkRsIK1jqrgn_manCQsEgBJJIlUnel9MCTr82OLTZiRJOwp17lb0ngUfu-Ze9v&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,The Wolfsonian-Florida International University,"{'lat': 25.78089599999999, 'lng': -80.13243419999999}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoDUq0Hi299CIBBUnvJCkW8caWyyT9b4l5MxTjyWeSU_kg-JRxh07tl57skVhJuIcVDqhWlg3cFS0VgRblXWRDZ9fmatPrABdCDXoMrqOe5vb_WqToEO12hBO_LUcn23VdUePIJYCg-HbC_63ddgR2IoW29tcHc5RztB-PvlVrYdp2o&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Super Wheels Skating Center,"{'lat': 25.663375, 'lng': -80.39358000000001}","['tourist_attraction', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoLQU02tNtZTcjtXVltxdMBYLkUaac6KJAk2IcSXELudfysD8j5-KBPSCi6faxwsGa-oEWcV8wZzjUTxdyqQYgAucqKjMHcDzeBMbK1w9RgA8TNHcHheYkFBQsqA3JmIEWjQUQBR9flXcJSa4XIknwRz1zsHPnZv1magpQIe4vtbP3_&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Little Haiti Cultural Complex,"{'lat': 25.830386, 'lng': -80.1913205}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrsqqbR9-yuY5LxrkmsrlgFaijy2861z0W1PFkyObMYvK8OPX4KoffrwFHBHgTStGwGyoc9Df6G-C_RmF10N-pxmBHe5GZPeNwGPcVU1ljWiiIhLDDfrr1ywwiD2BudaI1GvHmbQpH5UrX7Siw0Dq0nfR2g89le14k-f-9WxCJ-swLE&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,AutoNation IMAX 3D Theater,"{'lat': 26.120826, 'lng': -80.14810229999999}","['tourist_attraction', 'movie_theater', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpmEAAEG4HVk2G1Ri5fto1XobyJik7oxrtyTmwK10_ot3x1ETQmxoLke5LE7ScyStUY7PYx8mIeQGNSloBj7wvXAzb8TShcyiDOyuPRjJvor_r_74dN0XS4mLYH7h3C41rny6EQMp6YGOgo0MqhvWwKTn0z51oHVgurdYg3fCv8u6hC&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,The Barnacle Historic State Park,"{'lat': 25.7252778, 'lng': -80.24249999999999}","['park', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqMtPkWRmMLZ4so0w0adpDRJbtfWmbSVKumxLc4C84a2G3BxM5PTcJZSFpql99Yhr3-0cO8ElOPgQZQ8XNtLLg-GNOVC3e1Z5feAtc1xMkF5i4r0jKYebbVW8WYQrTpDsBDL0YMi4Y9pk5wa4I2rhT4imf6jDbF50o_xC6ic_WLzvt0&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Everglades Holiday Park Airboat Tours and Rides,"{'lat': 26.0604748, 'lng': -80.4447034}","['tourist_attraction', 'zoo', 'travel_agency', 'park', 'point_of_interest', 'establishment']",4.3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWroBYBnjawPzEte74a56e7AHBqsxXJkWKsawzJSQ4rPEbD8slyCVoVwWI5YiwqffeM0S6DhE8hkjSYJ_-aYBerXvzngvRQa7Awyv7d6IVBKklC-Ira2C70EFazsj05JBWovvu89KBxseCYLWcgejO49jY2NpJJFHX8SOdslRiZzoea-&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Jungle Queen Riverboat,"{'lat': 26.1113305, 'lng': -80.105976}","['tourist_attraction', 'travel_agency', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoKQCA9UJMXXyEx2j92VkeZlOGqLQiJr7jY_AgOsx4BXxi7Aa5h5lvNh84oyiNFYQvVGfzLSRlAGfZknpw0BIhbx6JXFIrEnziPZorgawDk0aNlnmfnbFXUcB4zZXdrcGsk4NQaZs1qyjBGaudjKPWzca_wAd9sLHJexJo1vQntpdgJ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,St. Patrick Catholic Church,"{'lat': 25.811465, 'lng': -80.134565}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoQg0FtTRID6dqsiu3uhiZF7x0p7n3Xg3442-qCgD-i-0IJjj36QrZCsVv2s4xY26LbQ7LkbRCceWJVUbWoRyOJHcubsZhx6qmka8mz6tHji2QyRoHY-kZTFjZoi3enjt45iMAa0B3zEIaWwjSCCx_d1kiOmGDKUYNHijyQgRBLCQHi&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Oleta River State Park,"{'lat': 25.9279547, 'lng': -80.1359543}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo9cSOay6p71_e1r9-Ob-nbLP9TQ00JrauKH_CXzAa5WOWoRXI25ZLGGag9CKkgTd5c5zjcc__QvEdWAEqaUs15lOh5lB9nTsu3bwDgzpNZuzUTE6YCr-6Vd4vZNHgoK5vklyni2yWHJ_rOry94fiV9DObhnn4W1HfHjVQmwmlF6SwG&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,ArtsPark at Young Circle,"{'lat': 26.011527, 'lng': -80.1430481}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWq4I4XpC-aBsP1QLjGibr8lx2Q9UEWGEE_ZActjF8eICFI47PldG-Urj4Hfh99tEm_Bw3_089LM6HqxPYY_hxpvw4f0sGd2-oG26waXsB22Va5aNyUY2MVT3fnJoCIn2_wF6NlqTqSXbwYYCz0rT5dDdtQBwkDaLOXbfXr7DDpbCJt-&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Miramar Regional Park,"{'lat': 25.9825, 'lng': -80.3711111}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpq2szAoQ4iusGPausuZxYzSu9oSV4hGGaFnrAZcDiQI_UVX8-7i5w_WzW67oUkHZk89VhUL8MboHT0aDgc8kKauP_X_SHnXpA1mFM2y9J7jmH5x-wK4dR_DY-HmSXB07yzlfbvUP7kiEekaWFKLkSknoHISD-spNY2a3o8IL4eldDr&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Freedom Tower at Miami Dade College,"{'lat': 25.7803293, 'lng': -80.1894303}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqLNwORbADX2hHc9AaKmHOGIqTaUdvFK6zy_TBUtIL_rFjmQvRHkyp-IcuIUylK3F63_VSvMVAM1jdoNGLx9rfTEc4eQEms1RNciMLIRlV6sXrv_8sabySVR5qith1G8PqlUmM9bM6CHWZqMkIBQdrpKDYCBfPoaft7J42IUTfOck3S&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,South Florida Hindu Temple,"{'lat': 26.0621318, 'lng': -80.322369}","['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqv5aAvAQMtJbVgLOgWu6gVKCnR6--L72V4i2Hz8UDNBNapTlj6uLRnQJKy20YB7Odw5iR8T3oaLNMLhWzI0O-GgmYXtlAKzkyiXxCVyRa9zWlPqXQiLDHgZ0NbyPhj6qDxhpMbAQbHYvflG-HLqZugJTAmjrCTjDC6la4y-kdWHFU1&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,ZWF Miami,"{'lat': 25.6140329, 'lng': -80.47050879999999}","['zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqnDX2e8sXCXMbMhf3HTepjAN-9vLLzllm9fnlXaNd8d_wYKl1FzE07_ieDEYWgZKxtjowjdJyUjuSI79EE2TKENUX1qa_2Pka6ZMxqXkzLF27y946_pKGfsMNqKi_HNuiVICNXLmBkwrhGYaRPhHm-x-cOJkqSi9xDq48Fy90f8GHn&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Top Gun Fishing Charters,"{'lat': 25.771612, 'lng': -80.139849}","['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqMUBW3PWoL4fHidNkwOHTCYuXoVOkLCxTb2lt4thvTJXIMN_iK8gQuCbIREyZdpANLlAWCWCJOgLajE1X4Is0R20-J0GXAY1yItD85gl5wOAl6ooMKLD7YYNN11my3Rlx-zfVV2NWlW-6QajdSv_St33C9B6BmF-29VIK4PyvONVgu&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Lummus Park,"{'lat': 25.7809553, 'lng': -80.12994789999999}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoaA5xUbZTl1KHzhS0GUY-92_xMfp8PcUHYp0bBWDGlgjW6E7riqZzJhHmV-9rxp3VoRwSHcjUlFoH7gvoma6HRwHCzn6u8C4auvi9zlCDm100pZ5S6OP_Mnorlk2kPMRPdBjhchtMTpvfWLpaB4Ojhh-qTE3B8ITGqJzBkSEf3y34d&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,Florida,Fruit & Spice Park,"{'lat': 25.5351804, 'lng': -80.4937473}","['tourist_attraction', 'cafe', 'park', 'food', 'point_of_interest', 'store', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpxfXRAu1m3JsM5dcH-YKQ0-WbAj7pG8oYB__sfnHf_8EjYp5hplvsKlu0GkPHtHxYoJmCM9OgtPCmqYgOGTvosysDN4hVhTrvCMkRB5bzgqH9But2Aozw-zwU0OwfhI8Kxcj7-FDtHLrtTen_LgCZyOz7h4Np16FanQ8CXEVqQJHlJ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Muir Woods National Monument,"{'lat': 37.8970199, 'lng': -122.5811177}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqGrDcHIocTiwekTRTk04Q0mQWMeFiUEEetVKKxWEbaC93pa0KZNVo3SJe2bB75UIRZ9wnTsqOPwRy-be70EC5WpDRdYES0R_N46xAdYActGK7v2CRgcUkUOPIVRP0fdRn5muWWMML2HZYStSSBM97H8ZzlxfKa6txqayy3_u5piJ2U&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Exploratorium,"{'lat': 37.8016649, 'lng': -122.397348}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpCTXBDnLt81g8cqaZz_3jPyWWvVxIaywsprlctN3iKnwVkKnVRAdyZrMvAlLTTM7LkZcx6WGMy1TzaYzpWizLBXyHGY5sUN7AKmrfpwtSsM9pXyrjOd4JfLhPllnCityGcsyHFqy8icY98jckhbUqyNtkpiuI1hCHjC8JIXsxIKU89&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Walt Disney Family Museum,"{'lat': 37.8013783, 'lng': -122.4586431}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqd7ghwQw5W5TEzQhhB040jJjHByiAFNjfPKGIiluKLeVcdYe1nMHMP0DIV8FZSnLB7VdykWHZs7n4O8fhrnqdkaXvK4dtbp7T1Xg-qeb528gFGhrR0mb0Myt3DyrAcuV0_8Ug9OSlkLF5SrcK-bhqbu4o0kF4d9XZXltFwIcQZgTye&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Golden Gate Bridge,"{'lat': 37.8199109, 'lng': -122.4785598}","['tourist_attraction', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWppyu7Ej-pclavjk2f8A65KlKSwd2v5rpX1jR4UmOIrSSyactoc1gFcRfP1peHOhWFknlKCFFIBQED4_rjL6p7B9ilY3UeXpyuKXCxVsVHOfPdyj8VRGa5gdXDHanhTzRHfAgZ0lps-MnC6iuk__16beRIsfD0YsJaD15p7JN5ywZQV&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Golden Gate Park,"{'lat': 37.7689203, 'lng': -122.482977}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpS87WuxmCCeri591rSRjwKdDJq4_NsVfAMzAvVrQ2g8QrBn0wAKik99VcBWK4MLefvK43TSnGDsa6hHyzhkFNDQqoKVw3iqryBUnWI_K_BMAi_-J77cRE1BetVLPgydCrg9vn08cZwbPdRLJ_IZTNVQSoYAYhtb0XMubyBAxtAHs9U&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Fisherman's Wharf,"{'lat': 37.8084354, 'lng': -122.4157509}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWphi6LmOgdFj34DGPr0FixxkchT4CT-akMgBRhtAC_17cUWCuEHGakshG2SAVnIsWWXg1-3H8BThBvQ7q62xM7E9C63FMZscomp5yAabl3iDsRYuhB6VDR7c69rYsVJWHbIm4FSq4aArezZXpFA0GMtTqObAkvQqMbFtKJNyPXKgvY-&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,PIER 39,"{'lat': 37.808673, 'lng': -122.409821}","['tourist_attraction', 'shopping_mall', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoqsSip6lZWMWIFa-lj8kB17KnGH86QAVO56v2xD-DisCCuNJttbkTlpmc8AjuavBriypROFImd3vuurPVwSeYrbocJYPJl6iHvFKF6Nv_OWLT9AFdq3kT8YJU2ziT5Mgb2U_h5Utoiv8g1EQgb29shaWubrs58Ab2maoXm7vXkULY&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Chinatown San Francisco,"{'lat': 37.793978, 'lng': -122.408083}","['tourist_attraction', 'point_of_interest', 'establishment']",4.3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo0WchdO7diN8BSQmYJT75g9U4l6_cNweabmXvIQhXBqG82Cw2pOKUbP3liqTF_6E72DiHDSt0RVynJ2TRlunaPyZGd2spWFgQuBN6uR-b8Pv-0nAhI-Xt87YEoOOJpspKXJWjVzOxBU63nM0QEX2wCnGemkLDEiSkQi7d0i9TSr7bf&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,de Young Museum,"{'lat': 37.771469, 'lng': -122.4686755}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpdfhXeMvD3Ryq3Wc24yZ1Ou4Cmlkfjr2f04riy260pOXwzLe_TOvRQkQa0WRuo9RyqC7JXN8cdwobeInwooHj_wpwIb4-shdmBHdC_XZkzQmZX_yG0OxyQoiFOKjaq5y5J_MhfU9rS5qtC4yUdwqCbLWe7iNFCaDC0Lq961mdeTUj6&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,California Academy of Sciences,"{'lat': 37.76986459999999, 'lng': -122.4660947}","['tourist_attraction', 'aquarium', 'museum', 'point_of_interest', 'establishment']",4.6,3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWq-Dotawyx-_CbFx4Spn1XjGMZfYdJdEMaZLhYTijc9Tn_qSj8beksUK_Qt9L2jE7LilLFX1yCLNdbS4s38JuhvMY4ASMAxABSjsyzlokFczFbBbMLgLYICgfxLr79HKOA_CyOOdnqC5kaQhhuZ7WqMCbn2UjzVw-jMQ4BucxCa852z&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,San Francisco Zoo,"{'lat': 37.73293940000001, 'lng': -122.5028348}","['zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrBs1EjyUPcTvRES1billT8FjaJ-r_KgBUL626TKBUJsl1mOiNWa5eLXe7AE0TzPcp5D8Le0hDrNIK6CbWVyCFLp985PrDKNxekISvHW-Sxf3wIX5-ykPPkkNIlmNbu5U53XUKvfbhtsa6VbkHFc-hBAyNxJCkQhFy_UpJJQAUNKl4r&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Oracle Park,"{'lat': 37.7784136, 'lng': -122.3892168}","['stadium', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpaqm6UjhF0XIIGYInFPF0SucsyG-fjx8aVK1aWEilTfltCI_HNk2JL7SczmAXXsg789lLt12tHQKdiu2UpkiysENlr1mgja263-vk8o8_LZHe6nmmYZMMOcSTyX98dXs4Dp0EPoObnv6Hh9_XNSjsfLTceS130q_5Pb_Fz2GDbfovO&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Bay Area Discovery Museum,"{'lat': 37.83564, 'lng': -122.476809}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpXLvhkWktwlOyXsQBtXTo4pH4zSXSRURpf9WFXJ7d9290mr2xJOuAKbg7yTI-WaeJXl2l3Vy4e6bEkDxR1arsIHSwK8ol9zbsiINGqvHwXQexRGNKiO4sHpK8VC35LO8qa_a3_6-ukEPtn6v3RVSS2Um0nillini_09o4YH5ejf1_B&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Coit Tower,"{'lat': 37.8023949, 'lng': -122.4058222}","['tourist_attraction', 'landmark', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoH30yMQzBWHV8ojMZiPHbe5kjx9DpcJR2X5y8qW6M_-pLhzyTAXc2__5zXQvXJxHjXfWTtfnIcsbC442vjCGpETs9exxaica506vqJ8jObM8LBIlcX-WxbpH1ztOdT3zQaLjz8qQfAfNOP1QK2kZ9Ef3_aqDvcB4rZsNNwF1_oNjpX&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Crissy Field,"{'lat': 37.80402569999999, 'lng': -122.4650165}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpz2ENIouW-g18j_fNtsFAPERwA61mBUQpYs8R39aGk8vCuFAMCJ0Dj4V_1meeWdyLCs9fumm8mlP6CkxWdpykN29vPJGAnLzSxBANyVY097QeRxGbJcYLgc2_iB2sTJLWVbk-NXy3ziU4ZCkqjJ0GKYAaMzABFyQdt2fx3QbVBSt0t&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Painted Ladies,"{'lat': 37.7762528, 'lng': -122.4327556}","['tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoZwm77MaPV3j7Z-XJhtX1UXDt_c3lH-xOIHrknsSQ8LKv9bNSRtMfQMjjlLIDa_ZZnm_LVKcjJx7rJ2FsxETQipc7uOLDZsXNtaJM3hGmtlkorSICVuzro4ExOsQh6dKrBXre3vnCCyaORoY95_NS0_YQ41HLQpf0sgO3bYZC6rijH&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Legion of Honor,"{'lat': 37.7844661, 'lng': -122.5008419}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpaubu4vT5Bi9PByf__5snaqRjkptw7rIdloMSorTvdPqgzf-gXSnART9YAsSNxTd_zKtc9WIYQvR07A-vHnO9q4pJ4N64kbVE7lc75DHOZ6tHAgj7m8HQ_vxJYhF5q6QtvqHQkMGTGMrGlIiSpCz07b55px9OY5q3y0AJVfZav7eLH&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,San Mateo-Hayward Bridge,"{'lat': 37.5906987, 'lng': -122.2429338}","['tourist_attraction', 'point_of_interest', 'establishment']",4.2,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpSLA15U-4VYAHrSbXn5rm-aJbXg1moxrN57peLbJkDbrYA545De-fgoVNF5sn4eR-CZW4fpkoN_WJFtiiPBkgNQMqgUjqKhb8QSoSxoNZd3X5Wij4VGvv4vmWfEAmEiHa3t-Dt4JuLH80je_dNUpjZw51IJ9NSu16sDvkRsixzctSM&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Yerba Buena Center for the Arts,"{'lat': 37.7856437, 'lng': -122.4021904}","['art_gallery', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo8sqI8axFJ_utSFN0VtfOmugUpG25AMWAHIwvf4UORQbwT3Wk6kSBCwLQhuYo1pEhPLgRdMDJnatFH6vcjrGfG-1nDiHAfxRVTX2hO3K56wh9Lymi1wG8o99GVuM474czIlH9t9qsWgx2QPFRlVNHUl9LYj8jPiPY0KvFNsyQnXAch&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,San Francisco Museum of Modern Art,"{'lat': 37.7857182, 'lng': -122.4010508}","['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrQJZD1N9uBm5_A6KiNU_jyEO8AnuDcVrhB2XYGIXG10Llb_j-Ky213K50t7UI_9wcMvGSAOhO9Lcw2_GbsmRqkyLgNOsc0KI0sPCwgO0speHKBRaAPxDkAeG5U6O8Qk3mjYKWDnYhBxEcK2rQsUTBqsuveraKK1vd9DVGbeSvzr7Re&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Pier 33,"{'lat': 37.8068469, 'lng': -122.4051542}","['tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqEyWaSrUFwYX297o58HYTPxtxHRMW84xd969_AbNI1MdNbI330beZpxB-uAil__XJZ9cFFwKmNqYtOqYDTCjPzekkQv7Gps6PELiRFGhYNzVRMN9B0L2WEOFFEz4oHo1QDsGIQpKWjkjZpy5yi5nPkUUDfm-nC9ru6aYJrFWPOhVfT&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
